site_id,hour,n_rows,capacity_MW,mae_MW,rmse_MW,nrmse_pct,bias_MW,pred_actual_ratio
S115,12,122,7.0,3.2148,3.8928,55.6113,-3.2148,0.0
S115,13,122,7.0,2.949,3.57,50.9993,-2.949,0.0
S115,14,122,7.0,2.5582,3.0961,44.2295,-2.5582,0.0
S115,15,122,7.0,1.9681,2.4075,34.3934,-1.9681,0.0
S115,16,122,7.0,0.9771,1.477,21.1002,-0.9771,0.0
S115,17,122,7.0,0.3986,1.1033,15.7607,-0.3986,0.0
S115,18,122,7.0,0.2654,1.0047,14.3527,-0.2654,0.0
S115,19,122,7.0,0.0,0.0,0.0,0.0,
S116,6,122,22.0,0.0174,0.0903,0.4107,-0.0174,0.0
S116,7,122,22.0,0.727,1.2217,5.5533,-0.727,0.0
S116,8,122,22.0,3.409,4.1285,18.7657,-3.409,0.0
S116,9,122,22.0,6.8701,7.8527,35.6941,-6.8701,0.0
S116,10,122,22.0,8.8843,10.1829,46.286,-8.8843,0.0
S116,11,122,22.0,10.319,11.7278,53.3084,-10.319,0.0
S116,12,122,22.0,10.7121,12.159,55.2684,-10.7121,0.0
S116,13,122,22.0,10.3368,11.6947,53.1576,-10.3368,0.0
S116,14,122,22.0,8.3597,9.5868,43.5763,-8.3597,0.0
S116,15,122,22.0,5.6302,6.6689,30.3131,-5.6302,0.0
S116,16,122,22.0,2.5454,3.2202,14.637,-2.5454,0.0
S116,17,122,22.0,0.4716,0.8815,4.0069,-0.4716,0.0
S116,18,122,22.0,0.0415,0.1291,0.5867,-0.0415,0.0
S116,19,122,22.0,0.0002,0.0027,0.0123,-0.0002,0.0
